|Jargon Term|Annotation|Start Pos|End Pos
0|lower blood pressure and oxygen levels| Medical Issues - Symptom|93|131
1|required IV fluids| Treatments - Medicine name|147|165
2|fluid, as it has built up in the lungs| Treatments - Result of the treatment|224|262
3|later we gave you furosemide, a medication to remove fluid| Treatments - Medicine name|171|229
4|unable to dilate your esophagus| Treatments - Result of the treatment|272|303
5|radiation oncologists feel you would benefit from radiation therapy once your nutritional status is better| Treatments - Procedure name|331|437
6|feedings through a tube in your stomach| Treatments - Procedure name|457|496
7|improve your nutrition| Treatments - Treatment goal|500|522
8|Please take all medications as prescribed| Aftercare instructions - patient needs to do - Medication|524|565
9|go to all follow up appointments| Aftercare instructions - patient needs to do - Other|570|602
10|If you experience any fevers, chills, chest pain, shortness of breath, wheezing, lightheadedness, confusion, or any other symptoms, please seek medical attention or return to the ER immediately.| Aftercare instructions - Emergency instruction|604|798
